Date,EURUSD_Open,MOVE_Open,VIX_Open
2025-06-02,1.1353315114974976,92.11000061035156,19.809999465942383
2025-06-03,1.1453442573547363,95.76000213623047,18.829999923706055
2025-06-04,1.1384464502334595,100.0,17.68000030517578
2025-06-05,1.1422044038772583,96.9800033569336,17.68000030517578
2025-06-06,1.1453834772109985,94.6500015258789,18.15999984741211
2025-06-09,1.1407841444015503,89.6500015258789,17.690000534057617
2025-06-10,1.1428048610687256,92.62000274658203,17.5
2025-06-11,1.143746018409729,91.22000122070312,17.040000915527344
2025-06-12,1.1509333848953247,89.36000061035156,17.8700008392334
2025-06-13,1.1600254774093628,88.98999786376953,21.760000228881836
2025-06-16,1.1556684970855713,95.30999755859375,19.780000686645508
2025-06-17,1.1551345586776733,93.4800033569336,20.530000686645508
2025-06-18,1.1482638120651245,97.18000030517578,20.899999618530273
2025-06-19,1.1477497816085815,,
2025-06-20,1.1512778997421265,93.63999938964844,20.739999771118164
2025-06-23,1.1500862836837769,90.0999984741211,21.149999618530273
2025-06-24,1.1599044799804688,95.02999877929688,18.190000534057617
2025-06-25,1.161224365234375,92.62000274658203,17.280000686645508
2025-06-26,1.1683744192123413,91.23999786376953,16.670000076293945
2025-06-27,1.1692214012145996,89.47000122070312,16.309999465942383
2025-06-30,1.1727453470230103,87.93000030517578,17.190000534057617
2025-07-01,1.178717017173767,90.26000213623047,16.979999542236328
2025-07-02,1.180553913116455,93.4800033569336,16.75
2025-07-03,1.18002450466156,91.37000274658203,16.649999618530273
2025-07-04,1.1771491765975952,,
2025-07-07,1.178078293800354,86.08999633789062,17.829999923706055
2025-07-08,1.1736538410186768,88.52999877929688,17.40999984741211
2025-07-09,1.1724566221237183,88.05000305175781,16.760000228881836
2025-07-10,1.17311692237854,84.30999755859375,16.229999542236328
2025-07-11,1.1702749729156494,81.58000183105469,16.40999984741211
2025-07-14,1.1682106256484985,85.4800033569336,17.729999542236328
2025-07-15,1.1666297912597656,90.7300033569336,16.889999389648438
2025-07-16,1.1607391834259033,88.94999694824219,17.65999984741211
2025-07-17,1.1635754108428955,89.5199966430664,17.15999984741211
2025-07-18,1.161548137664795,85.56999969482422,16.43000030517578
2025-07-21,1.1630746126174927,83.29000091552734,16.8700008392334
2025-07-22,1.1694538593292236,86.62000274658203,16.75
2025-07-23,1.1739156246185303,89.88999938964844,16.229999542236328
2025-07-24,1.1774264574050903,85.94999694824219,15.390000343322754
2025-07-25,1.1756131649017334,82.75,15.329999923706055
2025-07-28,1.1756821870803833,82.08999633789062,15.149999618530273
2025-07-29,1.1596757173538208,83.7300033569336,14.949999809265137
2025-07-30,1.1550945043563843,85.06999969482422,15.869999885559082
2025-07-31,1.1429355144500732,81.87999725341797,14.989999771118164
2025-08-01,1.142374038696289,79.83999633789062,17.399999618530273
2025-08-04,1.158668041229248,83.83000183105469,19.559999465942383
2025-08-05,1.1584129333496094,87.94999694824219,17.209999084472656
2025-08-06,1.1579166650772095,89.19999694824219,17.219999313354492
2025-08-07,1.1663167476654053,83.88999938964844,16.40999984741211
2025-08-08,1.1676650047302246,80.1500015258789,16.479999542236328
2025-08-11,1.1647952795028687,79.19999694824219,15.8100004196167
2025-08-12,1.1618449687957764,81.76000213623047,16.09000015258789
2025-08-13,1.1677058935165405,77.41999816894531,14.619999885559082
2025-08-14,1.171289324760437,77.30999755859375,14.65999984741211
2025-08-15,1.1651345491409302,76.7699966430664,14.430000305175781
2025-08-18,1.1706587076187134,76.66000366210938,15.729999542236328
2025-08-19,1.1668338775634766,81.81999969482422,15.229999542236328
2025-08-20,1.164252758026123,82.1500015258789,15.949999809265137
2025-08-21,1.165175199508667,80.75,15.720000267028809
2025-08-22,1.16130530834198,80.5199966430664,16.809999465942383
2025-08-25,1.1709601879119873,78.0999984741211,15.050000190734863
2025-08-26,1.1618449687957764,77.55999755859375,15.75
2025-08-27,1.1639411449432373,79.36000061035156,14.65999984741211
2025-08-28,1.1647952795028687,77.66000366210938,14.420000076293945
2025-08-29,1.1681560277938843,77.55000305175781,14.3100004196167
